student_id,name,gender,ethnicity,parent_education,lunch,test_prep,attendance_pct,study_hours_per_day,assignment_completion_pct,sleep_hours,social_media_hours,stress_level,extracurricular_hours,math,reading,writing,science,history,source,gender_encoded,ethnicity_encoded,parent_education_encoded,lunch_encoded,test_prep_encoded,final_score,pass_fail
997,Student_0997,male,group C,high school,free/reduced,none,91.2,3.8,75.5,5.7,3.0,6,4.4,62,55,55,63,68,kaggle,1,2,1,0,0,60.6,1
998,Student_0998,female,group C,high school,free/reduced,completed,87.7,3.5,68.8,7.2,5.2,2,2.8,59,71,65,58,81,kaggle,0,2,1,0,1,66.8,1
999,Student_0999,female,group D,some college,standard,completed,84.4,4.6,84.5,8.9,2.6,4,4.0,68,78,77,83,70,kaggle,0,3,2,1,1,75.2,1
1000,Student_1000,female,group D,some college,free/reduced,none,92.8,4.6,85.4,8.0,0.7,1,4.9,77,86,86,93,88,kaggle,0,3,2,0,0,86.0,1
1001,Student_1001,female,group A,some college,standard,none,86.4,2.2,75.7,8.1,1.7,6,0.7,30,35,42,26,24,synthetic,0,0,2,1,0,31.4,0
1002,Student_1002,male,group D,bachelor's degree,free/reduced,none,81.9,4.7,58.2,5.5,3.9,6,5.1,30,33,40,40,36,synthetic,1,3,4,0,0,35.8,0
1003,Student_1003,female,group D,bachelor's degree,standard,none,64.6,2.0,49.7,6.9,0.0,5,4.0,35,51,40,39,32,synthetic,0,3,4,1,0,39.4,0
1004,Student_1004,female,group B,some high school,free/reduced,none,69.2,2.9,53.0,7.4,0.3,4,0.0,40,28,26,34,40,synthetic,0,1,0,0,0,33.6,0
1005,Student_1005,male,group A,bachelor's degree,free/reduced,none,67.7,0.5,76.9,6.2,2.3,6,2.9,19,27,25,28,26,synthetic,1,0,4,0,0,25.0,0
1006,Student_1006,female,group E,high school,standard,none,69.3,4.1,92.4,4.7,4.8,3,3.8,42,35,30,29,32,synthetic,0,4,1,1,0,33.6,0
1007,Student_1007,female,group D,some high school,standard,none,74.1,2.5,72.6,7.1,2.8,8,1.8,30,28,19,16,21,synthetic,0,3,0,1,0,22.8,0
1008,Student_1008,male,group C,bachelor's degree,standard,none,74.8,5.2,75.2,6.2,0.5,4,0.0,52,55,48,48,41,synthetic,1,2,4,1,0,48.8,1
1009,Student_1009,female,group D,bachelor's degree,standard,completed,70.2,4.1,89.7,6.2,0.7,1,3.6,59,63,60,55,47,synthetic,0,3,4,1,1,56.8,1
1010,Student_1010,female,group D,associate's degree,standard,completed,68.9,5.2,48.8,6.6,5.0,2,7.4,45,49,46,41,41,synthetic,0,3,3,1,1,44.4,1
1011,Student_1011,male,group D,associate's degree,standard,none,75.3,1.9,79.8,6.9,1.6,5,2.2,43,39,45,36,31,synthetic,1,3,3,1,0,38.8,0
1012,Student_1012,male,group C,bachelor's degree,free/reduced,none,80.0,5.1,71.8,7.0,1.1,5,6.1,51,51,53,48,42,synthetic,1,2,4,0,0,49.0,1
1013,Student_1013,male,group C,bachelor's degree,standard,none,74.2,6.7,80.5,6.1,4.7,8,1.5,32,43,47,35,44,synthetic,1,2,4,1,0,40.2,1
1014,Student_1014,female,group A,bachelor's degree,free/reduced,none,91.9,4.6,64.7,6.8,4.0,2,3.4,43,38,33,43,45,synthetic,0,0,4,0,0,40.4,1
1015,Student_1015,male,group E,associate's degree,standard,none,84.1,4.7,59.7,5.2,4.4,5,4.5,42,39,36,34,35,synthetic,1,4,3,1,0,37.2,0
1016,Student_1016,female,group C,master's degree,free/reduced,none,58.9,3.8,74.1,7.3,1.1,2,3.0,42,48,38,38,56,synthetic,0,2,5,0,0,44.4,1
1017,Student_1017,male,group B,master's degree,standard,completed,84.3,2.7,96.7,4.1,0.2,4,2.4,51,55,50,54,40,synthetic,1,1,5,1,1,50.0,1
1018,Student_1018,female,group E,some high school,standard,none,85.3,4.6,84.9,6.7,2.7,8,4.5,33,40,33,31,37,synthetic,0,4,0,1,0,34.8,0
1019,Student_1019,female,group E,bachelor's degree,standard,none,72.8,1.2,64.4,7.9,3.0,2,6.8,27,36,34,32,35,synthetic,0,4,4,1,0,32.8,0
1020,Student_1020,male,group E,some college,standard,none,60.1,2.9,51.9,5.9,3.0,6,3.6,18,28,34,27,24,synthetic,1,4,2,1,0,26.2,0
1021,Student_1021,female,group D,some college,standard,completed,78.1,0.8,46.8,7.7,4.7,5,2.0,15,22,28,32,20,synthetic,0,3,2,1,1,23.4,0
1022,Student_1022,female,group E,associate's degree,standard,none,77.9,2.4,91.7,8.2,0.0,4,2.6,49,49,52,45,45,synthetic,0,4,3,1,0,48.0,1
1023,Student_1023,male,group B,some high school,standard,completed,64.5,4.5,57.7,4.0,3.8,6,8.0,18,33,24,35,32,synthetic,1,1,0,1,1,28.4,0
1024,Student_1024,female,group D,some college,standard,none,60.6,4.3,67.1,6.8,0.9,2,3.3,39,47,45,41,41,synthetic,0,3,2,1,0,42.6,1
1025,Student_1025,female,group D,bachelor's degree,free/reduced,completed,76.9,3.6,91.8,4.1,3.8,8,1.8,29,41,40,32,26,synthetic,0,3,4,0,1,33.6,0
1026,Student_1026,female,group B,high school,free/reduced,completed,75.2,3.8,47.8,6.9,1.8,8,0.7,29,28,40,30,21,synthetic,0,1,1,0,1,29.6,0
1027,Student_1027,male,group A,some college,free/reduced,completed,73.0,0.7,94.4,7.0,1.3,5,0.0,20,36,23,32,30,synthetic,1,0,2,0,1,28.2,0
1028,Student_1028,male,group E,master's degree,free/reduced,none,77.0,2.9,68.2,4.5,1.6,9,3.7,33,32,29,28,28,synthetic,1,4,5,0,0,30.0,0
1029,Student_1029,male,group B,some college,standard,none,64.8,2.5,54.8,8.9,0.3,4,4.3,31,53,46,46,38,synthetic,1,1,2,1,0,42.8,1
1030,Student_1030,male,group D,some college,free/reduced,none,72.8,2.5,68.3,7.3,2.6,5,2.2,35,28,28,25,28,synthetic,1,3,2,0,0,28.8,0
1031,Student_1031,male,group A,some college,free/reduced,completed,84.4,4.4,61.2,6.2,1.3,7,3.0,36,46,35,28,37,synthetic,1,0,2,0,1,36.4,0
1032,Student_1032,male,group A,some college,free/reduced,none,73.8,2.2,78.6,8.5,3.7,4,0.7,28,30,20,44,28,synthetic,1,0,2,0,0,30.0,0
1033,Student_1033,male,group C,associate's degree,standard,none,57.9,2.6,62.3,5.2,3.5,2,3.3,31,24,26,28,26,synthetic,1,2,3,1,0,27.0,0
1034,Student_1034,male,group B,bachelor's degree,standard,none,72.3,0.5,43.3,5.8,5.0,1,4.0,24,21,13,30,32,synthetic,1,1,4,1,0,24.0,0
1035,Student_1035,female,group D,some college,standard,none,65.2,3.1,68.7,4.7,3.0,9,1.9,25,31,25,32,20,synthetic,0,3,2,1,0,26.6,0
1036,Student_1036,female,group C,bachelor's degree,standard,none,81.2,1.9,51.7,8.8,3.3,3,6.4,34,36,43,42,35,synthetic,0,2,4,1,0,38.0,0
1037,Student_1037,female,group A,some college,free/reduced,none,81.8,3.6,75.1,7.3,4.6,4,1.3,32,19,24,29,26,synthetic,0,0,2,0,0,26.0,0
1038,Student_1038,female,group B,some college,standard,none,58.1,2.1,54.2,7.7,1.6,2,3.6,36,35,36,34,29,synthetic,0,1,2,1,0,34.0,0
1039,Student_1039,male,group C,associate's degree,standard,none,87.1,3.7,64.7,7.3,0.3,6,4.7,40,40,50,36,45,synthetic,1,2,3,1,0,42.2,1
1040,Student_1040,female,group B,associate's degree,free/reduced,completed,64.7,3.3,74.7,7.6,2.8,3,2.8,42,43,40,51,39,synthetic,0,1,3,0,1,43.0,1
1041,Student_1041,female,group D,associate's degree,standard,completed,96.7,6.0,68.8,7.1,0.4,4,2.6,68,73,52,54,59,synthetic,0,3,3,1,1,61.2,1
1042,Student_1042,female,group C,some high school,standard,completed,77.4,4.2,75.8,7.3,6.2,5,0.1,36,38,34,29,30,synthetic,0,2,0,1,1,33.4,0
1043,Student_1043,female,group A,high school,standard,none,63.0,0.7,82.2,7.1,4.7,2,5.7,29,34,24,24,19,synthetic,0,0,1,1,0,26.0,0
1044,Student_1044,female,group C,high school,standard,completed,64.3,1.6,54.6,6.4,5.7,4,2.7,23,19,21,20,24,synthetic,0,2,1,1,1,21.4,0
1045,Student_1045,male,group A,high school,free/reduced,none,82.2,3.6,71.0,7.0,2.6,7,4.1,24,31,27,25,43,synthetic,1,0,1,0,0,30.0,0
1046,Student_1046,male,group B,associate's degree,free/reduced,none,73.3,2.1,22.1,7.3,3.3,5,4.3,18,18,24,31,18,synthetic,1,1,3,0,0,21.8,0
1047,Student_1047,female,group B,some high school,free/reduced,none,76.8,0.5,75.7,7.1,1.8,5,1.7,22,18,24,26,23,synthetic,0,1,0,0,0,22.6,0
1048,Student_1048,female,group D,associate's degree,free/reduced,none,97.4,5.5,67.5,5.5,3.8,5,2.6,45,36,55,40,40,synthetic,0,3,3,0,0,43.2,1
1049,Student_1049,female,group E,high school,free/reduced,none,69.6,4.6,57.2,5.7,0.7,4,5.7,54,32,39,34,42,synthetic,0,4,1,0,0,40.2,1
1050,Student_1050,female,group D,high school,standard,completed,78.7,4.3,76.7,8.1,0.0,8,0.8,51,56,55,51,50,synthetic,0,3,1,1,1,52.6,1
1051,Student_1051,male,group C,some college,free/reduced,none,95.0,2.6,89.6,6.7,1.3,3,7.3,34,30,44,37,42,synthetic,1,2,2,0,0,37.4,0
1052,Student_1052,female,group B,high school,standard,none,81.2,4.1,64.9,7.6,0.3,5,1.5,38,53,42,51,42,synthetic,0,1,1,1,0,45.2,1
1053,Student_1053,male,group C,bachelor's degree,standard,none,58.7,2.4,57.8,5.9,4.7,5,0.6,39,34,27,25,23,synthetic,1,2,4,1,0,29.6,0
1054,Student_1054,female,group D,some high school,standard,none,84.1,3.8,74.5,5.5,5.2,7,3.3,25,30,19,33,21,synthetic,0,3,0,1,0,25.6,0
1055,Student_1055,male,group E,some college,standard,none,64.0,2.1,52.0,6.2,0.4,7,7.4,32,27,34,30,31,synthetic,1,4,2,1,0,30.8,0
1056,Student_1056,male,group B,bachelor's degree,standard,none,94.9,5.8,62.1,6.8,4.4,4,0.0,39,37,33,44,37,synthetic,1,1,4,1,0,38.0,0
1057,Student_1057,male,group A,associate's degree,standard,completed,68.1,1.1,90.3,6.3,3.9,5,2.7,40,29,27,38,28,synthetic,1,0,3,1,1,32.4,0
1058,Student_1058,female,group D,high school,standard,none,100.0,5.3,72.9,8.3,0.1,5,4.0,55,59,54,64,59,synthetic,0,3,1,1,0,58.2,1
1059,Student_1059,female,group D,some college,standard,none,95.6,3.6,43.8,7.2,1.9,1,3.1,38,45,51,51,44,synthetic,0,3,2,1,0,45.8,1
1060,Student_1060,male,group D,associate's degree,standard,completed,68.4,2.8,45.0,8.8,1.6,1,3.8,39,41,55,49,51,synthetic,1,3,3,1,1,47.0,1
1061,Student_1061,female,group D,master's degree,free/reduced,completed,78.2,3.8,74.4,7.4,3.6,3,1.6,45,53,43,46,53,synthetic,0,3,5,0,1,48.0,1
1062,Student_1062,female,group E,bachelor's degree,standard,completed,87.0,4.6,84.9,4.6,0.7,3,1.8,54,67,56,49,53,synthetic,0,4,4,1,1,55.8,1
1063,Student_1063,male,group C,some college,standard,none,87.4,5.6,47.7,8.1,2.4,2,2.7,53,49,55,48,49,synthetic,1,2,2,1,0,50.8,1
1064,Student_1064,female,group E,master's degree,standard,none,83.3,4.0,78.7,5.5,1.5,6,0.7,47,47,37,37,42,synthetic,0,4,5,1,0,42.0,1
1065,Student_1065,male,group E,some high school,free/reduced,none,93.0,2.2,92.0,7.2,3.2,5,2.9,27,21,31,30,24,synthetic,1,4,0,0,0,26.6,0
1066,Student_1066,female,group D,some high school,standard,completed,76.5,3.6,100.0,6.2,2.2,4,2.2,38,41,37,43,36,synthetic,0,3,0,1,1,39.0,0
1067,Student_1067,female,group C,bachelor's degree,standard,completed,73.6,6.2,77.0,9.1,1.7,2,2.1,61,69,63,49,68,synthetic,0,2,4,1,1,62.0,1
1068,Student_1068,male,group B,high school,free/reduced,none,73.8,5.5,79.6,8.4,2.2,4,3.6,39,47,41,42,44,synthetic,1,1,1,0,0,42.6,1
1069,Student_1069,male,group C,some high school,standard,none,88.3,4.9,40.0,6.3,5.6,1,0.0,31,30,35,33,43,synthetic,1,2,0,1,0,34.4,0
1070,Student_1070,male,group C,high school,standard,completed,82.4,4.7,100.0,6.9,1.9,4,2.5,49,50,54,48,56,synthetic,1,2,1,1,1,51.4,1
1071,Student_1071,male,group D,some college,standard,none,81.5,4.5,63.4,7.2,0.9,5,7.6,41,46,53,48,43,synthetic,1,3,2,1,0,46.2,1
1072,Student_1072,female,group B,associate's degree,standard,none,87.5,5.2,58.0,7.9,3.4,5,0.8,47,44,46,34,48,synthetic,0,1,3,1,0,43.8,1
1073,Student_1073,female,group B,associate's degree,standard,none,53.4,2.8,68.2,7.0,2.3,1,5.6,36,43,40,33,37,synthetic,0,1,3,1,0,37.8,0
1074,Student_1074,female,group D,high school,standard,none,81.7,1.5,94.7,6.0,0.4,5,3.1,29,24,46,40,42,synthetic,0,3,1,1,0,36.2,0
1075,Student_1075,male,group A,some college,free/reduced,completed,80.6,3.6,100.0,6.3,5.8,2,1.8,33,37,27,34,33,synthetic,1,0,2,0,1,32.8,0
1076,Student_1076,female,group C,master's degree,standard,none,98.0,2.3,73.9,7.0,2.0,3,0.4,44,48,54,44,37,synthetic,0,2,5,1,0,45.4,1
1077,Student_1077,female,group C,bachelor's degree,standard,none,59.7,1.9,87.0,8.2,1.9,6,3.3,36,35,35,32,32,synthetic,0,2,4,1,0,34.0,0
1078,Student_1078,female,group C,some college,standard,none,96.7,2.4,72.6,7.4,2.7,9,5.9,36,32,37,32,29,synthetic,0,2,2,1,0,33.2,0
1079,Student_1079,male,group B,master's degree,standard,none,78.9,7.2,56.4,6.2,5.1,5,2.2,53,47,46,32,43,synthetic,1,1,5,1,0,44.2,1
1080,Student_1080,male,group D,associate's degree,free/reduced,none,83.9,3.7,94.2,7.6,0.0,3,2.8,56,47,45,52,45,synthetic,1,3,3,0,0,49.0,1
1081,Student_1081,female,group C,some high school,standard,none,98.1,4.0,62.7,6.6,2.9,5,5.0,38,39,40,47,42,synthetic,0,2,0,1,0,41.2,1
1082,Student_1082,female,group E,some high school,free/reduced,none,84.7,1.7,95.0,7.9,5.6,6,3.7,13,21,26,13,30,synthetic,0,4,0,0,0,20.6,0
1083,Student_1083,male,group C,high school,free/reduced,completed,82.8,0.7,91.5,9.5,2.7,6,0.0,28,19,33,23,22,synthetic,1,2,1,0,1,25.0,0
1084,Student_1084,male,group B,associate's degree,free/reduced,completed,80.9,2.3,81.2,6.6,0.6,10,3.2,29,41,33,37,43,synthetic,1,1,3,0,1,36.6,0
1085,Student_1085,male,group B,high school,free/reduced,none,72.2,5.7,99.4,7.8,1.6,3,6.0,58,49,71,56,46,synthetic,1,1,1,0,0,56.0,1
1086,Student_1086,male,group A,some college,standard,none,77.7,4.0,100.0,6.3,2.8,5,2.9,52,54,48,39,42,synthetic,1,0,2,1,0,47.0,1
1087,Student_1087,female,group C,some high school,free/reduced,completed,69.4,4.4,69.4,6.9,4.5,8,0.0,31,22,33,19,18,synthetic,0,2,0,0,1,24.6,0
1088,Student_1088,male,group B,master's degree,free/reduced,none,77.5,4.6,59.9,7.0,2.0,7,3.8,45,37,39,38,44,synthetic,1,1,5,0,0,40.6,1
1089,Student_1089,female,group C,some college,standard,completed,50.0,2.6,44.0,6.8,3.7,1,2.6,34,34,30,26,21,synthetic,0,2,2,1,1,29.0,0
1090,Student_1090,male,group C,bachelor's degree,standard,none,83.1,5.6,100.0,9.5,0.3,4,0.0,61,65,59,54,62,synthetic,1,2,4,1,0,60.2,1
1091,Student_1091,female,group B,master's degree,free/reduced,completed,76.5,2.6,65.4,6.7,0.3,7,0.0,30,30,47,37,41,synthetic,0,1,5,0,1,37.0,0
1092,Student_1092,female,group B,some high school,free/reduced,completed,74.0,5.6,89.0,7.6,1.8,10,5.0,41,39,36,35,43,synthetic,0,1,0,0,1,38.8,0
1093,Student_1093,male,group D,some college,free/reduced,completed,80.6,4.2,60.9,5.1,4.7,6,1.5,25,35,24,25,26,synthetic,1,3,2,0,1,27.0,0
1094,Student_1094,female,group E,some high school,free/reduced,completed,60.8,0.8,95.1,7.4,2.6,4,1.2,27,21,29,25,29,synthetic,0,4,0,0,1,26.2,0
1095,Student_1095,female,group B,bachelor's degree,free/reduced,completed,100.0,2.4,61.5,8.1,2.9,2,2.9,42,53,45,43,45,synthetic,0,1,4,0,1,45.6,1
1096,Student_1096,female,group B,some college,standard,none,76.8,0.8,54.1,6.5,2.9,9,1.7,30,17,14,10,18,synthetic,0,1,2,1,0,17.8,0
1097,Student_1097,male,group E,some high school,free/reduced,none,76.2,5.2,68.9,4.5,4.2,6,3.2,33,23,21,29,32,synthetic,1,4,0,0,0,27.6,0
1098,Student_1098,male,group A,some high school,standard,none,66.4,3.5,64.0,7.0,1.6,3,2.6,37,41,44,32,35,synthetic,1,0,0,1,0,37.8,0
1099,Student_1099,male,group E,some college,standard,completed,78.3,0.5,80.9,7.0,3.5,4,0.6,28,40,32,33,33,synthetic,1,4,2,1,1,33.2,0
1100,Student_1100,female,group A,master's degree,standard,completed,94.6,4.1,71.2,7.7,1.3,5,2.0,64,60,47,58,54,synthetic,0,0,5,1,1,56.6,1
1101,Student_1101,female,group D,associate's degree,standard,none,90.4,2.7,81.4,9.0,5.5,6,3.9,34,44,27,30,36,synthetic,0,3,3,1,0,34.2,0
1102,Student_1102,female,group C,bachelor's degree,standard,none,88.3,1.3,67.6,6.6,1.3,3,3.1,40,50,37,41,42,synthetic,0,2,4,1,0,42.0,1
1103,Student_1103,female,group E,some college,standard,completed,84.6,6.0,62.0,6.1,1.2,3,2.8,54,51,59,48,52,synthetic,0,4,2,1,1,52.8,1
1104,Student_1104,male,group C,some high school,standard,none,73.7,3.7,63.2,5.8,3.3,1,6.9,32,42,39,42,28,synthetic,1,2,0,1,0,36.6,0
1105,Student_1105,female,group D,master's degree,free/reduced,none,60.6,3.1,100.0,7.2,2.6,7,4.5,37,30,44,31,39,synthetic,0,3,5,0,0,36.2,0
1106,Student_1106,female,group A,some high school,free/reduced,completed,75.6,2.9,75.4,7.5,3.0,4,4.7,22,38,25,35,41,synthetic,0,0,0,0,1,32.2,0
1107,Student_1107,female,group B,master's degree,standard,none,75.2,1.2,42.2,6.5,2.8,5,2.7,19,30,30,27,30,synthetic,0,1,5,1,0,27.2,0
1108,Student_1108,male,group D,some college,standard,none,90.6,1.5,64.2,7.8,0.9,7,3.4,35,42,42,26,35,synthetic,1,3,2,1,0,36.0,0
1109,Student_1109,female,group C,some high school,standard,none,81.7,5.4,73.5,7.5,4.9,5,2.1,45,45,44,40,36,synthetic,0,2,0,1,0,42.0,1
1110,Student_1110,male,group E,associate's degree,standard,none,97.3,2.8,99.7,7.0,3.8,4,4.6,42,46,43,36,45,synthetic,1,4,3,1,0,42.4,1
1111,Student_1111,male,group C,master's degree,standard,none,92.4,3.5,87.4,6.1,4.5,5,2.8,36,44,55,29,40,synthetic,1,2,5,1,0,40.8,1
1112,Student_1112,female,group D,master's degree,standard,none,72.5,0.5,58.2,6.5,1.7,5,3.4,22,36,35,13,29,synthetic,0,3,5,1,0,27.0,0
1113,Student_1113,female,group C,high school,standard,none,56.5,1.5,100.0,4.6,3.1,7,3.3,26,23,28,16,28,synthetic,0,2,1,1,0,24.2,0
1114,Student_1114,female,group E,high school,standard,none,94.6,4.4,71.5,7.2,2.8,5,3.0,37,42,41,47,37,synthetic,0,4,1,1,0,40.8,1
1115,Student_1115,female,group E,associate's degree,standard,none,94.3,4.1,90.7,7.0,4.2,3,8.9,49,57,42,52,51,synthetic,0,4,3,1,0,50.2,1
1116,Student_1116,male,group C,associate's degree,standard,none,61.6,6.1,54.7,7.2,4.2,7,1.7,40,50,34,33,45,synthetic,1,2,3,1,0,40.4,1
1117,Student_1117,male,group D,associate's degree,free/reduced,completed,96.1,5.5,36.0,7.5,2.8,7,1.6,46,44,45,39,47,synthetic,1,3,3,0,1,44.2,1
1118,Student_1118,male,group D,high school,standard,none,82.6,3.2,50.9,7.4,0.2,2,4.4,42,46,42,38,35,synthetic,1,3,1,1,0,40.6,1
1119,Student_1119,male,group B,master's degree,free/reduced,completed,79.9,4.2,23.2,6.9,5.2,8,1.8,34,33,21,23,32,synthetic,1,1,5,0,1,28.6,0
1120,Student_1120,male,group C,associate's degree,free/reduced,completed,97.4,3.0,100.0,7.0,3.3,5,2.4,40,34,36,35,40,synthetic,1,2,3,0,1,37.0,0
1121,Student_1121,male,group A,bachelor's degree,standard,none,94.1,6.6,75.2,5.6,1.6,5,0.8,49,54,52,58,51,synthetic,1,0,4,1,0,52.8,1
1122,Student_1122,male,group D,associate's degree,free/reduced,completed,85.8,5.2,58.1,6.4,3.1,7,4.0,36,54,47,44,43,synthetic,1,3,3,0,1,44.8,1
1123,Student_1123,male,group B,some college,standard,none,83.7,3.8,78.8,7.1,0.2,3,4.0,32,45,48,47,52,synthetic,1,1,2,1,0,44.8,1
1124,Student_1124,male,group A,master's degree,free/reduced,completed,85.4,3.8,74.8,6.3,4.1,6,2.4,38,54,40,30,37,synthetic,1,0,5,0,1,39.8,0
1125,Student_1125,male,group C,associate's degree,standard,none,73.2,5.7,81.3,7.9,0.3,4,4.4,64,65,50,54,55,synthetic,1,2,3,1,0,57.6,1
1126,Student_1126,female,group C,bachelor's degree,free/reduced,completed,77.3,4.4,90.1,6.3,2.2,2,0.0,53,54,50,34,48,synthetic,0,2,4,0,1,47.8,1
1127,Student_1127,female,group D,master's degree,standard,none,67.2,5.8,67.7,7.2,2.9,3,1.6,52,56,59,54,58,synthetic,0,3,5,1,0,55.8,1
1128,Student_1128,female,group E,associate's degree,free/reduced,completed,74.0,0.5,58.8,7.1,4.1,6,2.7,18,18,24,24,21,synthetic,0,4,3,0,1,21.0,0
1129,Student_1129,male,group C,associate's degree,standard,none,73.6,4.2,84.4,7.7,2.7,3,0.7,50,45,36,35,37,synthetic,1,2,3,1,0,40.6,1
1130,Student_1130,female,group A,some high school,free/reduced,completed,70.4,2.7,84.0,7.9,3.5,8,0.0,26,37,20,36,17,synthetic,0,0,0,0,1,27.2,0
1131,Student_1131,male,group D,some high school,standard,none,79.6,6.1,73.5,7.7,2.5,7,2.4,51,41,46,30,44,synthetic,1,3,0,1,0,42.4,1
1132,Student_1132,male,group C,high school,free/reduced,completed,74.1,5.8,100.0,4.9,2.5,7,4.4,36,51,42,45,38,synthetic,1,2,1,0,1,42.4,1
1133,Student_1133,female,group C,high school,free/reduced,none,84.0,3.5,65.4,8.2,2.6,5,5.6,30,28,35,37,39,synthetic,0,2,1,0,0,33.8,0
1134,Student_1134,male,group C,high school,free/reduced,none,58.5,5.8,58.5,8.5,2.2,5,1.9,33,33,35,30,30,synthetic,1,2,1,0,0,32.2,0
1135,Student_1135,female,group C,high school,standard,completed,76.6,6.2,78.3,6.5,0.0,2,4.5,50,73,63,57,56,synthetic,0,2,1,1,1,59.8,1
1136,Student_1136,male,group C,some college,standard,completed,79.6,3.6,61.9,7.2,1.3,6,4.3,37,45,42,32,35,synthetic,1,2,2,1,1,38.2,0
1137,Student_1137,male,group D,some college,standard,none,74.3,7.2,79.4,6.1,2.9,5,5.4,50,49,49,31,52,synthetic,1,3,2,1,0,46.2,1
1138,Student_1138,female,group C,some high school,free/reduced,completed,75.9,3.5,59.5,5.1,2.1,6,2.3,25,39,25,22,34,synthetic,0,2,0,0,1,29.0,0
1139,Student_1139,female,group D,some high school,standard,none,59.0,3.2,66.0,6.3,2.3,8,0.0,1,33,30,20,26,synthetic,0,3,0,1,0,22.0,0
1140,Student_1140,female,group C,associate's degree,standard,completed,82.3,4.8,100.0,6.5,2.0,3,3.1,60,62,54,56,48,synthetic,0,2,3,1,1,56.0,1
1141,Student_1141,female,group B,some college,free/reduced,none,85.8,3.0,65.9,6.6,1.2,4,1.0,24,33,38,34,30,synthetic,0,1,2,0,0,31.8,0
1142,Student_1142,female,group D,some college,standard,none,83.9,3.6,60.0,6.0,1.8,5,1.6,40,37,30,36,38,synthetic,0,3,2,1,0,36.2,0
1143,Student_1143,female,group C,associate's degree,standard,completed,90.5,5.6,89.6,6.3,2.0,3,2.4,57,62,68,49,47,synthetic,0,2,3,1,1,56.6,1
1144,Student_1144,male,group B,bachelor's degree,free/reduced,none,80.4,3.5,56.2,7.0,2.5,4,2.3,49,42,45,32,35,synthetic,1,1,4,0,0,40.6,1
1145,Student_1145,male,group C,some college,free/reduced,none,83.7,1.0,61.6,6.2,3.1,5,3.3,27,19,10,15,30,synthetic,1,2,2,0,0,20.2,0
1146,Student_1146,male,group C,associate's degree,free/reduced,none,79.9,4.1,80.6,7.5,2.2,4,4.4,38,45,38,33,41,synthetic,1,2,3,0,0,39.0,0
1147,Student_1147,male,group D,master's degree,standard,none,86.3,2.5,86.1,7.7,1.0,7,2.3,39,47,47,38,34,synthetic,1,3,5,1,0,41.0,1
1148,Student_1148,female,group C,bachelor's degree,free/reduced,completed,59.1,4.8,90.3,9.4,0.4,1,3.8,67,68,51,57,55,synthetic,0,2,4,0,1,59.6,1
1149,Student_1149,male,group D,some college,free/reduced,completed,67.3,4.5,60.8,8.1,6.4,7,3.0,21,36,30,26,26,synthetic,1,3,2,0,1,27.8,0
1150,Student_1150,male,group A,associate's degree,free/reduced,none,97.0,5.7,80.9,7.2,0.8,6,4.9,52,44,54,48,64,synthetic,1,0,3,0,0,52.4,1
1151,Student_1151,female,group C,high school,free/reduced,none,48.5,4.9,65.0,6.4,1.7,3,2.6,33,35,34,38,44,synthetic,0,2,1,0,0,36.8,0
1152,Student_1152,male,group E,associate's degree,free/reduced,none,76.3,5.1,62.9,7.3,3.3,3,2.8,39,38,45,37,46,synthetic,1,4,3,0,0,41.0,1
1153,Student_1153,female,group D,master's degree,standard,none,92.1,2.5,90.0,7.3,3.0,1,2.3,48,52,43,37,45,synthetic,0,3,5,1,0,45.0,1
1154,Student_1154,female,group B,some college,free/reduced,none,76.9,4.7,63.8,6.5,3.3,3,2.7,37,44,24,39,44,synthetic,0,1,2,0,0,37.6,0
1155,Student_1155,female,group B,master's degree,standard,completed,73.1,6.5,76.2,7.8,1.8,7,1.4,60,61,64,58,51,synthetic,0,1,5,1,1,58.8,1
1156,Student_1156,male,group C,some college,standard,completed,79.6,2.5,74.3,5.6,2.9,4,1.2,36,36,42,36,42,synthetic,1,2,2,1,1,38.4,0
1157,Student_1157,female,group D,master's degree,standard,none,73.8,6.2,55.9,6.8,2.6,7,4.6,50,51,64,51,54,synthetic,0,3,5,1,0,54.0,1
1158,Student_1158,male,group D,associate's degree,standard,completed,78.4,2.7,86.5,7.6,2.0,3,0.8,45,48,32,46,44,synthetic,1,3,3,1,1,43.0,1
1159,Student_1159,male,group D,some high school,free/reduced,none,69.8,2.2,80.4,6.7,2.9,6,2.4,18,20,27,22,29,synthetic,1,3,0,0,0,23.2,0
1160,Student_1160,male,group C,associate's degree,standard,completed,91.3,3.9,42.2,6.8,4.1,3,5.0,43,38,32,56,40,synthetic,1,2,3,1,1,41.8,1
1161,Student_1161,female,group D,high school,standard,none,95.1,4.6,76.2,6.9,2.5,3,2.3,40,34,55,35,37,synthetic,0,3,1,1,0,40.2,1
1162,Student_1162,female,group C,some high school,standard,completed,76.4,4.9,60.4,6.2,2.5,4,4.7,37,52,46,37,48,synthetic,0,2,0,1,1,44.0,1
1163,Student_1163,female,group B,bachelor's degree,standard,none,61.4,2.1,88.5,8.2,4.1,3,1.8,32,39,29,39,34,synthetic,0,1,4,1,0,34.6,0
1164,Student_1164,male,group C,high school,standard,none,71.7,4.2,50.3,6.0,3.9,1,0.9,32,37,38,33,36,synthetic,1,2,1,1,0,35.2,0
